x-axis,1,2,3
-978.5000E-03,+34.3750E-03,+47.5000E-03,+53.1250E-03
-978.0000E-03,+50.0000E-03,+41.2500E-03,+68.7500E-03
-977.5000E-03,+50.0000E-03,+47.5000E-03,+68.7500E-03
-977.0000E-03,+50.0000E-03,+35.0000E-03,+68.7500E-03
-976.5000E-03,+65.6250E-03,+41.2500E-03,+84.3750E-03
-976.0000E-03,+65.6250E-03,+41.2500E-03,+68.7500E-03
-975.5000E-03,+96.8750E-03,+41.2500E-03,+68.7500E-03
-975.0000E-03,+65.6250E-03,+41.2500E-03,+68.7500E-03
-974.5000E-03,+96.8750E-03,+41.2500E-03,+68.7500E-03
-974.0000E-03,+96.8750E-03,+41.2500E-03,+68.7500E-03
-973.5000E-03,+128.1250E-03,+35.0000E-03,+68.7500E-03
-973.0000E-03,+128.1250E-03,+41.2500E-03,+68.7500E-03
-972.5000E-03,+159.3750E-03,+47.5000E-03,+53.1250E-03
-972.0000E-03,+206.2500E-03,+47.5000E-03,+84.3750E-03
-971.5000E-03,+253.1250E-03,+41.2500E-03,+84.3750E-03
-971.0000E-03,+253.1250E-03,+47.5000E-03,+100.0000E-03
-970.5000E-03,+315.6250E-03,+41.2500E-03,+84.3750E-03
-970.0000E-03,+346.8750E-03,+60.0000E-03,+68.7500E-03
-969.5000E-03,+362.5000E-03,+41.2500E-03,+84.3750E-03
-969.0000E-03,+3.1250E-03,+41.2500E-03,+84.3750E-03
-968.5000E-03,+18.7500E-03,+47.5000E-03,+84.3750E-03
-968.0000E-03,+3.1250E-03,+47.5000E-03,+68.7500E-03
-967.5000E-03,+18.7500E-03,+35.0000E-03,+68.7500E-03
-967.0000E-03,+18.7500E-03,+28.7500E-03,+84.3750E-03
-966.5000E-03,+18.7500E-03,+41.2500E-03,+68.7500E-03
-966.0000E-03,+18.7500E-03,+47.5000E-03,+100.0000E-03
-965.5000E-03,+3.1250E-03,+47.5000E-03,+68.7500E-03
-965.0000E-03,+18.7500E-03,+41.2500E-03,+37.5000E-03
-964.5000E-03,+3.1250E-03,+41.2500E-03,+68.7500E-03
-964.0000E-03,+18.7500E-03,+53.7500E-03,+84.3750E-03
-963.5000E-03,+18.7500E-03,+41.2500E-03,+68.7500E-03
-963.0000E-03,+18.7500E-03,+47.5000E-03,+68.7500E-03
-962.5000E-03,+3.1250E-03,+41.2500E-03,+84.3750E-03
-962.0000E-03,+3.1250E-03,+41.2500E-03,+84.3750E-03
-961.5000E-03,+3.1250E-03,+41.2500E-03,+68.7500E-03
-961.0000E-03,+3.1250E-03,+53.7500E-03,+84.3750E-03
-960.5000E-03,+18.7500E-03,+41.2500E-03,+68.7500E-03
-960.0000E-03,+34.3750E-03,+47.5000E-03,+100.0000E-03
-959.5000E-03,+34.3750E-03,+41.2500E-03,+100.0000E-03
-959.0000E-03,+3.1250E-03,+47.5000E-03,+84.3750E-03
-958.5000E-03,+18.7500E-03,+41.2500E-03,+68.7500E-03
-958.0000E-03,+50.0000E-03,+41.2500E-03,+68.7500E-03
-957.5000E-03,+81.2500E-03,+41.2500E-03,+68.7500E-03
-957.0000E-03,+96.8750E-03,+53.7500E-03,+84.3750E-03
-956.5000E-03,+143.7500E-03,+47.5000E-03,+68.7500E-03
-956.0000E-03,+190.6250E-03,+110.0000E-03,+84.3750E-03
-955.5000E-03,+175.0000E-03,+47.5000E-03,+68.7500E-03
-955.0000E-03,+175.0000E-03,+47.5000E-03,+68.7500E-03
-954.5000E-03,+143.7500E-03,+47.5000E-03,+84.3750E-03
-954.0000E-03,+159.3750E-03,+41.2500E-03,+84.3750E-03
-953.5000E-03,+143.7500E-03,+41.2500E-03,+68.7500E-03
-953.0000E-03,+143.7500E-03,+35.0000E-03,+84.3750E-03
-952.5000E-03,+175.0000E-03,+41.2500E-03,+100.0000E-03
-952.0000E-03,+128.1250E-03,+41.2500E-03,+84.3750E-03
-951.5000E-03,+128.1250E-03,+41.2500E-03,+84.3750E-03
-951.0000E-03,+128.1250E-03,+41.2500E-03,+84.3750E-03
-950.5000E-03,+128.1250E-03,+60.0000E-03,+84.3750E-03
-950.0000E-03,+128.1250E-03,+47.5000E-03,+84.3750E-03
-949.5000E-03,+128.1250E-03,+47.5000E-03,+100.0000E-03
-949.0000E-03,+128.1250E-03,+47.5000E-03,+100.0000E-03
-948.5000E-03,+143.7500E-03,+53.7500E-03,+100.0000E-03
-948.0000E-03,+128.1250E-03,+41.2500E-03,+100.0000E-03
-947.5000E-03,+96.8750E-03,+60.0000E-03,+100.0000E-03
-947.0000E-03,+112.5000E-03,+41.2500E-03,+100.0000E-03
-946.5000E-03,+96.8750E-03,+47.5000E-03,+100.0000E-03
-946.0000E-03,+112.5000E-03,+47.5000E-03,+131.2500E-03
-945.5000E-03,+143.7500E-03,+35.0000E-03,+115.6250E-03
-945.0000E-03,+128.1250E-03,+47.5000E-03,+115.6250E-03
-944.5000E-03,+112.5000E-03,+47.5000E-03,+131.2500E-03
-944.0000E-03,+112.5000E-03,+41.2500E-03,+115.6250E-03
-943.5000E-03,+112.5000E-03,+41.2500E-03,+115.6250E-03
-943.0000E-03,+143.7500E-03,+35.0000E-03,+115.6250E-03
-942.5000E-03,+128.1250E-03,+47.5000E-03,+131.2500E-03
-942.0000E-03,+112.5000E-03,+35.0000E-03,+146.8750E-03
-941.5000E-03,+112.5000E-03,+41.2500E-03,+131.2500E-03
-941.0000E-03,+159.3750E-03,+41.2500E-03,+146.8750E-03
-940.5000E-03,+159.3750E-03,+47.5000E-03,+131.2500E-03
-940.0000E-03,+175.0000E-03,+41.2500E-03,+131.2500E-03
-939.5000E-03,+190.6250E-03,+47.5000E-03,+162.5000E-03
-939.0000E-03,+206.2500E-03,+41.2500E-03,+146.8750E-03
-938.5000E-03,+237.5000E-03,+53.7500E-03,+162.5000E-03
-938.0000E-03,+237.5000E-03,+41.2500E-03,+162.5000E-03
-937.5000E-03,+237.5000E-03,+41.2500E-03,+162.5000E-03
-937.0000E-03,+253.1250E-03,+35.0000E-03,+162.5000E-03
-936.5000E-03,+268.7500E-03,+35.0000E-03,+146.8750E-03
-936.0000E-03,+268.7500E-03,+47.5000E-03,+178.1250E-03
-935.5000E-03,+284.3750E-03,+41.2500E-03,+178.1250E-03
-935.0000E-03,+315.6250E-03,+41.2500E-03,+178.1250E-03
-934.5000E-03,+315.6250E-03,+47.5000E-03,+178.1250E-03
-934.0000E-03,+284.3750E-03,+47.5000E-03,+178.1250E-03
-933.5000E-03,+315.6250E-03,+47.5000E-03,+178.1250E-03
-933.0000E-03,+331.2500E-03,+53.7500E-03,+178.1250E-03
-932.5000E-03,+346.8750E-03,+41.2500E-03,+193.7500E-03
-932.0000E-03,+331.2500E-03,+41.2500E-03,+193.7500E-03
-931.5000E-03,+18.7500E-03,+41.2500E-03,+193.7500E-03
-931.0000E-03,+3.1250E-03,+47.5000E-03,+209.3750E-03
-930.5000E-03,+34.3750E-03,+47.5000E-03,+225.0000E-03
-930.0000E-03,+18.7500E-03,+41.2500E-03,+225.0000E-03
-929.5000E-03,+3.1250E-03,+53.7500E-03,+225.0000E-03
-929.0000E-03,+34.3750E-03,+35.0000E-03,+209.3750E-03
-928.5000E-03,+34.3750E-03,+35.0000E-03,+209.3750E-03
-928.0000E-03,-12.5000E-03,+47.5000E-03,+193.7500E-03
-927.5000E-03,+34.3750E-03,+47.5000E-03,+240.6250E-03
-927.0000E-03,+3.1250E-03,+35.0000E-03,+240.6250E-03
-926.5000E-03,+34.3750E-03,+41.2500E-03,+225.0000E-03
-926.0000E-03,+18.7500E-03,+47.5000E-03,+240.6250E-03
-925.5000E-03,+18.7500E-03,+53.7500E-03,+225.0000E-03
-925.0000E-03,+3.1250E-03,+103.7500E-03,+240.6250E-03
-924.5000E-03,+3.1250E-03,+97.5000E-03,+256.2500E-03
-924.0000E-03,+18.7500E-03,+66.2500E-03,+271.8750E-03
-923.5000E-03,+18.7500E-03,+53.7500E-03,+271.8750E-03
-923.0000E-03,+18.7500E-03,+47.5000E-03,+271.8750E-03
-922.5000E-03,+18.7500E-03,+110.0000E-03,+271.8750E-03
-922.0000E-03,+34.3750E-03,+35.0000E-03,+271.8750E-03
-921.5000E-03,+34.3750E-03,+35.0000E-03,+287.5000E-03
-921.0000E-03,+65.6250E-03,+47.5000E-03,+287.5000E-03
-920.5000E-03,+50.0000E-03,+41.2500E-03,+271.8750E-03
-920.0000E-03,+50.0000E-03,+41.2500E-03,+303.1250E-03
-919.5000E-03,+34.3750E-03,+35.0000E-03,+318.7500E-03
-919.0000E-03,+50.0000E-03,+41.2500E-03,+318.7500E-03
-918.5000E-03,+50.0000E-03,+41.2500E-03,+334.3750E-03
-918.0000E-03,+34.3750E-03,+47.5000E-03,+334.3750E-03
-917.5000E-03,+18.7500E-03,+35.0000E-03,+350.0000E-03
-917.0000E-03,+34.3750E-03,+122.5000E-03,+381.2500E-03
-916.5000E-03,+34.3750E-03,+191.2500E-03,+365.6250E-03
-916.0000E-03,+34.3750E-03,+166.2500E-03,+381.2500E-03
-915.5000E-03,+65.6250E-03,+78.7500E-03,+396.8750E-03
-915.0000E-03,+34.3750E-03,+66.2500E-03,+381.2500E-03
-914.5000E-03,+50.0000E-03,+60.0000E-03,+396.8750E-03
-914.0000E-03,+34.3750E-03,+47.5000E-03,+381.2500E-03
-913.5000E-03,+34.3750E-03,+47.5000E-03,+396.8750E-03
-913.0000E-03,+18.7500E-03,+53.7500E-03,+396.8750E-03
-912.5000E-03,+34.3750E-03,+41.2500E-03,+396.8750E-03
-912.0000E-03,+34.3750E-03,+47.5000E-03,+412.5000E-03
-911.5000E-03,+65.6250E-03,+47.5000E-03,+396.8750E-03
-911.0000E-03,+34.3750E-03,+35.0000E-03,+396.8750E-03
-910.5000E-03,+18.7500E-03,+60.0000E-03,+412.5000E-03
-910.0000E-03,+34.3750E-03,+35.0000E-03,+428.1250E-03
-909.5000E-03,+34.3750E-03,+47.5000E-03,+412.5000E-03
-909.0000E-03,+34.3750E-03,+41.2500E-03,+428.1250E-03
-908.5000E-03,+34.3750E-03,+47.5000E-03,+428.1250E-03
-908.0000E-03,+34.3750E-03,+41.2500E-03,+428.1250E-03
-907.5000E-03,+34.3750E-03,+47.5000E-03,+443.7500E-03
-907.0000E-03,+3.1250E-03,+47.5000E-03,+443.7500E-03
-906.5000E-03,+18.7500E-03,+53.7500E-03,+443.7500E-03
-906.0000E-03,+34.3750E-03,+47.5000E-03,+459.3750E-03
-905.5000E-03,+3.1250E-03,+41.2500E-03,+443.7500E-03
-905.0000E-03,+34.3750E-03,+47.5000E-03,+443.7500E-03
-904.5000E-03,+34.3750E-03,+47.5000E-03,+443.7500E-03
-904.0000E-03,+34.3750E-03,+47.5000E-03,+443.7500E-03
-903.5000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-903.0000E-03,+18.7500E-03,+35.0000E-03,+428.1250E-03
-902.5000E-03,+50.0000E-03,+41.2500E-03,+428.1250E-03
-902.0000E-03,+34.3750E-03,+47.5000E-03,+443.7500E-03
-901.5000E-03,+18.7500E-03,+35.0000E-03,+443.7500E-03
-901.0000E-03,+18.7500E-03,+47.5000E-03,+412.5000E-03
-900.5000E-03,+34.3750E-03,+41.2500E-03,+459.3750E-03
-900.0000E-03,+34.3750E-03,+41.2500E-03,+443.7500E-03
-899.5000E-03,+18.7500E-03,+35.0000E-03,+443.7500E-03
-899.0000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-898.5000E-03,+34.3750E-03,+41.2500E-03,+459.3750E-03
-898.0000E-03,+34.3750E-03,+41.2500E-03,+459.3750E-03
-897.5000E-03,+18.7500E-03,+47.5000E-03,+459.3750E-03
-897.0000E-03,+50.0000E-03,+41.2500E-03,+459.3750E-03
-896.5000E-03,+3.1250E-03,+41.2500E-03,+443.7500E-03
-896.0000E-03,+18.7500E-03,+41.2500E-03,+443.7500E-03
-895.5000E-03,+18.7500E-03,+47.5000E-03,+443.7500E-03
-895.0000E-03,+34.3750E-03,+41.2500E-03,+443.7500E-03
-894.5000E-03,+34.3750E-03,+41.2500E-03,+475.0000E-03
-894.0000E-03,+18.7500E-03,+47.5000E-03,+443.7500E-03
-893.5000E-03,+34.3750E-03,+47.5000E-03,+459.3750E-03
-893.0000E-03,+34.3750E-03,+47.5000E-03,+443.7500E-03
-892.5000E-03,+18.7500E-03,+41.2500E-03,+475.0000E-03
-892.0000E-03,+50.0000E-03,+47.5000E-03,+475.0000E-03
-891.5000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-891.0000E-03,+34.3750E-03,+35.0000E-03,+443.7500E-03
-890.5000E-03,+34.3750E-03,+41.2500E-03,+459.3750E-03
-890.0000E-03,+34.3750E-03,+47.5000E-03,+459.3750E-03
-889.5000E-03,+18.7500E-03,+41.2500E-03,+443.7500E-03
-889.0000E-03,+18.7500E-03,+47.5000E-03,+459.3750E-03
-888.5000E-03,+65.6250E-03,+47.5000E-03,+490.6250E-03
-888.0000E-03,+34.3750E-03,+35.0000E-03,+459.3750E-03
-887.5000E-03,+50.0000E-03,+41.2500E-03,+459.3750E-03
-887.0000E-03,+65.6250E-03,+47.5000E-03,+459.3750E-03
-886.5000E-03,+50.0000E-03,+41.2500E-03,+475.0000E-03
-886.0000E-03,+50.0000E-03,+35.0000E-03,+459.3750E-03
-885.5000E-03,+81.2500E-03,+41.2500E-03,+459.3750E-03
-885.0000E-03,+65.6250E-03,+41.2500E-03,+459.3750E-03
-884.5000E-03,+96.8750E-03,+41.2500E-03,+475.0000E-03
-884.0000E-03,+65.6250E-03,+41.2500E-03,+475.0000E-03
-883.5000E-03,+96.8750E-03,+47.5000E-03,+459.3750E-03
-883.0000E-03,+81.2500E-03,+41.2500E-03,+459.3750E-03
-882.5000E-03,+65.6250E-03,+41.2500E-03,+459.3750E-03
-882.0000E-03,+65.6250E-03,+47.5000E-03,+443.7500E-03
-881.5000E-03,+112.5000E-03,+35.0000E-03,+490.6250E-03
-881.0000E-03,+128.1250E-03,+41.2500E-03,+459.3750E-03
-880.5000E-03,+96.8750E-03,+41.2500E-03,+459.3750E-03
-880.0000E-03,+96.8750E-03,+35.0000E-03,+459.3750E-03
-879.5000E-03,+96.8750E-03,+47.5000E-03,+443.7500E-03
-879.0000E-03,+81.2500E-03,+35.0000E-03,+475.0000E-03
-878.5000E-03,+96.8750E-03,+41.2500E-03,+459.3750E-03
-878.0000E-03,+81.2500E-03,+41.2500E-03,+459.3750E-03
-877.5000E-03,+112.5000E-03,+41.2500E-03,+459.3750E-03
-877.0000E-03,+112.5000E-03,+47.5000E-03,+459.3750E-03
-876.5000E-03,+112.5000E-03,+41.2500E-03,+459.3750E-03
-876.0000E-03,+143.7500E-03,+41.2500E-03,+459.3750E-03
-875.5000E-03,+128.1250E-03,+41.2500E-03,+459.3750E-03
-875.0000E-03,+128.1250E-03,+41.2500E-03,+443.7500E-03
-874.5000E-03,+128.1250E-03,+41.2500E-03,+490.6250E-03
-874.0000E-03,+128.1250E-03,+41.2500E-03,+459.3750E-03
-873.5000E-03,+128.1250E-03,+47.5000E-03,+459.3750E-03
-873.0000E-03,+143.7500E-03,+47.5000E-03,+459.3750E-03
-872.5000E-03,+128.1250E-03,+41.2500E-03,+459.3750E-03
-872.0000E-03,+159.3750E-03,+47.5000E-03,+475.0000E-03
-871.5000E-03,+159.3750E-03,+41.2500E-03,+475.0000E-03
-871.0000E-03,+159.3750E-03,+41.2500E-03,+443.7500E-03
-870.5000E-03,+175.0000E-03,+47.5000E-03,+475.0000E-03
-870.0000E-03,+175.0000E-03,+41.2500E-03,+459.3750E-03
-869.5000E-03,+159.3750E-03,+41.2500E-03,+475.0000E-03
-869.0000E-03,+159.3750E-03,+41.2500E-03,+475.0000E-03
-868.5000E-03,+159.3750E-03,+47.5000E-03,+459.3750E-03
-868.0000E-03,+159.3750E-03,+41.2500E-03,+443.7500E-03
-867.5000E-03,+175.0000E-03,+47.5000E-03,+459.3750E-03
-867.0000E-03,+159.3750E-03,+41.2500E-03,+490.6250E-03
-866.5000E-03,+128.1250E-03,+41.2500E-03,+443.7500E-03
-866.0000E-03,+143.7500E-03,+47.5000E-03,+490.6250E-03
-865.5000E-03,+128.1250E-03,+41.2500E-03,+475.0000E-03
-865.0000E-03,+143.7500E-03,+41.2500E-03,+459.3750E-03
-864.5000E-03,+128.1250E-03,+35.0000E-03,+475.0000E-03
-864.0000E-03,+159.3750E-03,+47.5000E-03,+475.0000E-03
-863.5000E-03,+143.7500E-03,+47.5000E-03,+459.3750E-03
-863.0000E-03,+143.7500E-03,+41.2500E-03,+459.3750E-03
-862.5000E-03,+143.7500E-03,+47.5000E-03,+443.7500E-03
-862.0000E-03,+143.7500E-03,+47.5000E-03,+459.3750E-03
-861.5000E-03,+159.3750E-03,+41.2500E-03,+475.0000E-03
-861.0000E-03,+175.0000E-03,+41.2500E-03,+459.3750E-03
-860.5000E-03,+175.0000E-03,+41.2500E-03,+443.7500E-03
-860.0000E-03,+159.3750E-03,+60.0000E-03,+459.3750E-03
-859.5000E-03,+175.0000E-03,+41.2500E-03,+475.0000E-03
-859.0000E-03,+175.0000E-03,+47.5000E-03,+459.3750E-03
-858.5000E-03,+190.6250E-03,+41.2500E-03,+490.6250E-03
-858.0000E-03,+175.0000E-03,+47.5000E-03,+475.0000E-03
-857.5000E-03,+190.6250E-03,+41.2500E-03,+459.3750E-03
-857.0000E-03,+190.6250E-03,+47.5000E-03,+490.6250E-03
-856.5000E-03,+206.2500E-03,+41.2500E-03,+459.3750E-03
-856.0000E-03,+190.6250E-03,+41.2500E-03,+459.3750E-03
-855.5000E-03,+190.6250E-03,+47.5000E-03,+475.0000E-03
-855.0000E-03,+190.6250E-03,+41.2500E-03,+475.0000E-03
-854.5000E-03,+206.2500E-03,+41.2500E-03,+475.0000E-03
-854.0000E-03,+175.0000E-03,+47.5000E-03,+459.3750E-03
-853.5000E-03,+159.3750E-03,+47.5000E-03,+459.3750E-03
-853.0000E-03,+190.6250E-03,+41.2500E-03,+475.0000E-03
-852.5000E-03,+206.2500E-03,+47.5000E-03,+475.0000E-03
-852.0000E-03,+175.0000E-03,+41.2500E-03,+475.0000E-03
-851.5000E-03,+190.6250E-03,+41.2500E-03,+475.0000E-03
-851.0000E-03,+175.0000E-03,+35.0000E-03,+459.3750E-03
-850.5000E-03,+206.2500E-03,+47.5000E-03,+475.0000E-03
-850.0000E-03,+175.0000E-03,+47.5000E-03,+475.0000E-03
-849.5000E-03,+175.0000E-03,+41.2500E-03,+475.0000E-03
-849.0000E-03,+190.6250E-03,+47.5000E-03,+475.0000E-03
-848.5000E-03,+175.0000E-03,+47.5000E-03,+459.3750E-03
-848.0000E-03,+190.6250E-03,+53.7500E-03,+490.6250E-03
-847.5000E-03,+190.6250E-03,+41.2500E-03,+490.6250E-03
-847.0000E-03,+159.3750E-03,+47.5000E-03,+459.3750E-03
-846.5000E-03,+190.6250E-03,+35.0000E-03,+475.0000E-03
-846.0000E-03,+175.0000E-03,+41.2500E-03,+459.3750E-03
-845.5000E-03,+159.3750E-03,+41.2500E-03,+443.7500E-03
-845.0000E-03,+175.0000E-03,+28.7500E-03,+475.0000E-03
-844.5000E-03,+190.6250E-03,+28.7500E-03,+459.3750E-03
-844.0000E-03,+159.3750E-03,+41.2500E-03,+459.3750E-03
-843.5000E-03,+159.3750E-03,+47.5000E-03,+443.7500E-03
-843.0000E-03,+190.6250E-03,+41.2500E-03,+459.3750E-03
-842.5000E-03,+237.5000E-03,+41.2500E-03,+475.0000E-03
-842.0000E-03,+221.8750E-03,+47.5000E-03,+475.0000E-03
-841.5000E-03,+237.5000E-03,+35.0000E-03,+459.3750E-03
-841.0000E-03,+237.5000E-03,+53.7500E-03,+459.3750E-03
-840.5000E-03,+268.7500E-03,+47.5000E-03,+459.3750E-03
-840.0000E-03,+284.3750E-03,+47.5000E-03,+459.3750E-03
-839.5000E-03,+300.0000E-03,+53.7500E-03,+475.0000E-03
-839.0000E-03,+331.2500E-03,+47.5000E-03,+475.0000E-03
-838.5000E-03,+346.8750E-03,+35.0000E-03,+459.3750E-03
-838.0000E-03,+331.2500E-03,+47.5000E-03,+475.0000E-03
-837.5000E-03,+331.2500E-03,+47.5000E-03,+459.3750E-03
-837.0000E-03,+331.2500E-03,+47.5000E-03,+443.7500E-03
-836.5000E-03,+331.2500E-03,+47.5000E-03,+443.7500E-03
-836.0000E-03,+346.8750E-03,+41.2500E-03,+459.3750E-03
-835.5000E-03,+300.0000E-03,+41.2500E-03,+459.3750E-03
-835.0000E-03,+331.2500E-03,+41.2500E-03,+475.0000E-03
-834.5000E-03,+346.8750E-03,+35.0000E-03,+490.6250E-03
-834.0000E-03,+315.6250E-03,+41.2500E-03,+459.3750E-03
-833.5000E-03,+331.2500E-03,+41.2500E-03,+459.3750E-03
-833.0000E-03,+3.1250E-03,+47.5000E-03,+475.0000E-03
-832.5000E-03,+3.1250E-03,+47.5000E-03,+443.7500E-03
-832.0000E-03,+3.1250E-03,+47.5000E-03,+475.0000E-03
-831.5000E-03,+18.7500E-03,+47.5000E-03,+459.3750E-03
-831.0000E-03,+18.7500E-03,+41.2500E-03,+475.0000E-03
-830.5000E-03,+3.1250E-03,+41.2500E-03,+459.3750E-03
-830.0000E-03,+18.7500E-03,+47.5000E-03,+443.7500E-03
-829.5000E-03,+34.3750E-03,+35.0000E-03,+459.3750E-03
-829.0000E-03,+3.1250E-03,+35.0000E-03,+459.3750E-03
-828.5000E-03,+3.1250E-03,+47.5000E-03,+459.3750E-03
-828.0000E-03,-12.5000E-03,+41.2500E-03,+459.3750E-03
-827.5000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-827.0000E-03,+34.3750E-03,+41.2500E-03,+490.6250E-03
-826.5000E-03,+3.1250E-03,+47.5000E-03,+459.3750E-03
-826.0000E-03,+18.7500E-03,+35.0000E-03,+459.3750E-03
-825.5000E-03,+18.7500E-03,+47.5000E-03,+443.7500E-03
-825.0000E-03,+34.3750E-03,+47.5000E-03,+459.3750E-03
-824.5000E-03,+18.7500E-03,+47.5000E-03,+459.3750E-03
-824.0000E-03,+3.1250E-03,+53.7500E-03,+459.3750E-03
-823.5000E-03,+18.7500E-03,+35.0000E-03,+475.0000E-03
-823.0000E-03,+34.3750E-03,+47.5000E-03,+475.0000E-03
-822.5000E-03,+34.3750E-03,+41.2500E-03,+475.0000E-03
-822.0000E-03,+18.7500E-03,+47.5000E-03,+459.3750E-03
-821.5000E-03,+18.7500E-03,+47.5000E-03,+475.0000E-03
-821.0000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-820.5000E-03,+18.7500E-03,+41.2500E-03,+475.0000E-03
-820.0000E-03,+18.7500E-03,+41.2500E-03,+443.7500E-03
-819.5000E-03,+18.7500E-03,+41.2500E-03,+475.0000E-03
-819.0000E-03,+34.3750E-03,+35.0000E-03,+459.3750E-03
-818.5000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-818.0000E-03,+18.7500E-03,+47.5000E-03,+475.0000E-03
-817.5000E-03,+18.7500E-03,+47.5000E-03,+459.3750E-03
-817.0000E-03,+18.7500E-03,+47.5000E-03,+475.0000E-03
-816.5000E-03,+34.3750E-03,+41.2500E-03,+475.0000E-03
-816.0000E-03,+34.3750E-03,+47.5000E-03,+475.0000E-03
-815.5000E-03,+3.1250E-03,+35.0000E-03,+475.0000E-03
-815.0000E-03,+3.1250E-03,+41.2500E-03,+459.3750E-03
-814.5000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-814.0000E-03,+50.0000E-03,+41.2500E-03,+459.3750E-03
-813.5000E-03,+3.1250E-03,+47.5000E-03,+459.3750E-03
-813.0000E-03,+34.3750E-03,+41.2500E-03,+475.0000E-03
